path	domain_tag	asset_type	fill	types
land_size_sqm_corrected	physical_attributes		1/300	bool
land_size_sqm_correction_reason	physical_attributes		1/300	str
land_size_sqm_original	physical_attributes		1/300	int
land_size_sqm_source	physical_attributes		56/300	object
land_size_sqm_source.fetched_at	physical_attributes		56/300	str
land_size_sqm_source.matched	physical_attributes		56/300	str
land_size_sqm_source.path	physical_attributes		56/300	str
land_size_sqm_source.script	physical_attributes		56/300	str
land_size_sqm_source.url	physical_attributes		56/300	str
last_enriched	other		9/300	null
last_updated	other		9/300	datetime/str
last_updated_date	other		9/300	null
last_valuation_date	valuation		9/300	datetime
listing_price	other		11/300	str
listing_status	listing_scrape		18/300	str
listing_url	other		17/300	str
living_map	images_assets	living_map	285/300	object
living_map.address	identity_location		285/300	null/str
living_map.build_notes	images_assets	living_map	285/300	object
living_map.build_notes.gaps	images_assets	living_map	285/300	array[]/array[str]
living_map.catchments	images_assets	living_map	285/300	array[object]
living_map.catchments[].level	images_assets	living_map	285/300	str
living_map.catchments[].poly	images_assets	living_map	285/300	array[array[float]]
living_map.catchments[].school	images_assets	living_map	285/300	str
living_map.center	images_assets	living_map	285/300	object
living_map.center.lat	images_assets	living_map	285/300	float
living_map.center.lon	images_assets	living_map	285/300	float
living_map.comps	valuation		285/300	array[]/array[object]
living_map.comps[].address	identity_location		140/300	str
living_map.comps[].adj_pct	valuation		140/300	float
living_map.comps[].adjusted_price	valuation		140/300	int
living_map.comps[].bearing	valuation		140/300	int
living_map.comps[].compass	valuation		140/300	str
living_map.comps[].distance_km	valuation		140/300	float
living_map.comps[].lat	valuation		140/300	float
living_map.comps[].lon	valuation		140/300	float
living_map.comps[].sale_date	valuation		140/300	null/str
living_map.comps[].sale_price	valuation		140/300	float
living_map.computed_at	images_assets	living_map	285/300	str
living_map.id	images_assets	living_map	285/300	str
living_map.parcel	images_assets	living_map	285/300	null/object
living_map.parcel.area_sqm	images_assets	living_map	284/300	float/null
living_map.parcel.lotplan	images_assets	living_map	284/300	str
living_map.parcel.rings	images_assets	living_map	284/300	array[array[array[float]]]
living_map.pois	images_assets	living_map	285/300	array[object]
living_map.pois[].cat	images_assets	living_map	285/300	str
living_map.pois[].drive_km	images_assets	living_map	285/300	float
living_map.pois[].drive_min	images_assets	living_map	285/300	int
living_map.pois[].lat	images_assets	living_map	285/300	float
living_map.pois[].lon	images_assets	living_map	285/300	float
living_map.pois[].name	images_assets	living_map	285/300	str
living_map.pois[].straight_m	images_assets	living_map	285/300	int
living_map.pois[].walk_min	images_assets	living_map	285/300	int
living_map.routes	images_assets	living_map	285/300	array[object]
living_map.routes[].color	images_assets	living_map	285/300	str
living_map.routes[].geom	identity_location		285/300	array[array[float]]
living_map.routes[].km	images_assets	living_map	285/300	float
living_map.routes[].min	images_assets	living_map	285/300	int
living_map.routes[].name	images_assets	living_map	285/300	str
living_map.subject_value	images_assets	living_map	285/300	null/object
living_map.subject_value.estimate	images_assets	living_map	94/300	int
living_map.subject_value.high	images_assets	living_map	94/300	int
living_map.subject_value.low	images_assets	living_map	94/300	int
living_map.tiles	images_assets	living_map	285/300	object
living_map.tiles.city	images_assets	living_map	285/300	str
living_map.tiles.house	images_assets	living_map	4/300	str
living_map.tiles.street	images_assets	living_map	4/300	str
living_map.tiles.suburb	identity_location		285/300	str
living_map.version	images_assets	living_map	285/300	int
living_map_built_at	images_assets	living_map	285/300	str
lot_size_calc_sqm	other		192/300	float
lot_size_sqm	other		213/300	float
lot_size_sqm_source	pipeline_meta		192/300	str
matched_from_for_sale	other		2/300	str
media_backfilled_at	pipeline_meta		1/300	str
nearby_pois	other		1/300	object
nearby_pois.by_category	other		1/300	object
nearby_pois.by_category.cafe	other		1/300	array[object]
nearby_pois.by_category.cafe[].address	identity_location		1/300	str
nearby_pois.by_category.cafe[].distance_km	other		1/300	float
nearby_pois.by_category.cafe[].distance_m	other		1/300	int
nearby_pois.by_category.cafe[].latitude	identity_location		1/300	float
nearby_pois.by_category.cafe[].longitude	identity_location		1/300	float
nearby_pois.by_category.cafe[].name	other		1/300	str
nearby_pois.by_category.cafe[].place_id	other		1/300	str
nearby_pois.by_category.cafe[].rating	other		1/300	float
nearby_pois.by_category.cafe[].user_ratings_total	other		1/300	int
nearby_pois.by_category.childcare	physical_attributes		1/300	array[object]
nearby_pois.by_category.childcare[].address	identity_location		1/300	str
nearby_pois.by_category.childcare[].distance_km	physical_attributes		1/300	float
nearby_pois.by_category.childcare[].distance_m	physical_attributes		1/300	int
nearby_pois.by_category.childcare[].latitude	identity_location		1/300	float
nearby_pois.by_category.childcare[].longitude	identity_location		1/300	float
nearby_pois.by_category.childcare[].name	physical_attributes		1/300	str
nearby_pois.by_category.childcare[].place_id	physical_attributes		1/300	str
nearby_pois.by_category.childcare[].rating	physical_attributes		1/300	int
nearby_pois.by_category.childcare[].user_ratings_total	physical_attributes		1/300	int
nearby_pois.by_category.park	other		1/300	array[object]
nearby_pois.by_category.park[].address	identity_location		1/300	str
nearby_pois.by_category.park[].distance_km	other		1/300	float
nearby_pois.by_category.park[].distance_m	other		1/300	int
nearby_pois.by_category.park[].latitude	identity_location		1/300	float
nearby_pois.by_category.park[].longitude	identity_location		1/300	float
nearby_pois.by_category.park[].name	other		1/300	str
nearby_pois.by_category.park[].place_id	other		1/300	str
nearby_pois.by_category.park[].rating	other		1/300	null
nearby_pois.by_category.park[].user_ratings_total	other		1/300	int
nearby_pois.by_category.primary_school	other		1/300	array[object]
nearby_pois.by_category.primary_school[].address	identity_location		1/300	str
nearby_pois.by_category.primary_school[].distance_km	other		1/300	float
nearby_pois.by_category.primary_school[].distance_m	other		1/300	int
nearby_pois.by_category.primary_school[].latitude	identity_location		1/300	float
nearby_pois.by_category.primary_school[].longitude	identity_location		1/300	float
nearby_pois.by_category.primary_school[].name	other		1/300	str
nearby_pois.by_category.primary_school[].place_id	other		1/300	str
nearby_pois.by_category.primary_school[].rating	other		1/300	null
nearby_pois.by_category.primary_school[].user_ratings_total	other		1/300	int
nearby_pois.by_category.secondary_school	other		1/300	array[object]
nearby_pois.by_category.secondary_school[].address	identity_location		1/300	str
nearby_pois.by_category.secondary_school[].distance_km	other		1/300	float
nearby_pois.by_category.secondary_school[].distance_m	other		1/300	int
nearby_pois.by_category.secondary_school[].latitude	identity_location		1/300	float
nearby_pois.by_category.secondary_school[].longitude	identity_location		1/300	float
nearby_pois.by_category.secondary_school[].name	other		1/300	str
nearby_pois.by_category.secondary_school[].place_id	other		1/300	str
nearby_pois.by_category.secondary_school[].rating	other		1/300	null
nearby_pois.by_category.secondary_school[].user_ratings_total	other		1/300	int
nearby_pois.by_category.supermarket	market_metrics		1/300	array[object]
nearby_pois.by_category.supermarket[].address	identity_location		1/300	str
nearby_pois.by_category.supermarket[].distance_km	market_metrics		1/300	float
nearby_pois.by_category.supermarket[].distance_m	market_metrics		1/300	int
nearby_pois.by_category.supermarket[].latitude	identity_location		1/300	float
nearby_pois.by_category.supermarket[].longitude	identity_location		1/300	float
nearby_pois.by_category.supermarket[].name	market_metrics		1/300	str
nearby_pois.by_category.supermarket[].place_id	market_metrics		1/300	str
nearby_pois.by_category.supermarket[].rating	market_metrics		1/300	float
nearby_pois.by_category.supermarket[].user_ratings_total	market_metrics		1/300	int
nearby_pois.enriched_at	other		1/300	datetime
nearby_pois.nearby	other		1/300	array[]
nearby_pois.short_drive	other		1/300	array[object]
nearby_pois.short_drive[].category	other		1/300	str
nearby_pois.short_drive[].distance_km	other		1/300	float
nearby_pois.short_drive[].distance_m	other		1/300	int
nearby_pois.short_drive[].name	other		1/300	str
nearby_pois.short_drive[].rating	other		1/300	float
nearby_pois.summary	other		1/300	object
nearby_pois.summary.closest_cafe_km	other		1/300	float
nearby_pois.summary.closest_childcare_km	physical_attributes		1/300	float
nearby_pois.summary.closest_park_km	other		1/300	float
nearby_pois.summary.closest_school_km	other		1/300	float
nearby_pois.summary.closest_supermarket_km	market_metrics		1/300	float
nearby_pois.summary.total_within_1km	other		1/300	int
nearby_pois.summary.total_within_2km	other		1/300	int
nearby_pois.walkable	other		1/300	array[object]
nearby_pois.walkable[].category	other		1/300	str
nearby_pois.walkable[].distance_km	other		1/300	float
nearby_pois.walkable[].distance_m	other		1/300	int
nearby_pois.walkable[].name	other		1/300	str
nearby_pois.walkable[].rating	other		1/300	float
nearest_beach_distance_km	other		1/300	float
nearest_beach_name	other		1/300	str
next_nearest_beach_distance_km	other		1/300	float
next_nearest_beach_name	other		1/300	str
occupancy_timeline	offmarket_report		4/300	array[object]
occupancy_timeline[].agency	offmarket_report		4/300	null/str
occupancy_timeline[].category	offmarket_report		4/300	str
occupancy_timeline[].date	offmarket_report		4/300	str
occupancy_timeline[].days_on_market	market_metrics		4/300	int/null
occupancy_timeline[].is_major_event	offmarket_report		4/300	bool
occupancy_timeline[].is_sold	transactions_history		4/300	bool
occupancy_timeline[].price	offmarket_report		4/300	int/null
occupancy_timeline_refreshed_at	offmarket_report		4/300	datetime
og_title	other		17/300	str
ollama_analysis	other		8/300	object
ollama_analysis.engine	other		6/300	str
ollama_analysis.images_analyzed	images_assets	facade_gallery	6/300	int
ollama_analysis.model	other		6/300	str
ollama_analysis.model_used	other		2/300	str
ollama_analysis.processed	other		8/300	bool
ollama_analysis.processed_at	other		8/300	datetime
ollama_analysis.processing_duration_seconds	other		6/300	float
ollama_analysis.total_images_analyzed	images_assets	facade_gallery	2/300	int
ollama_analysis.worker_id	other		6/300	str
ollama_floor_plan_analysis	images_assets	floor_plan	1/300	object
ollama_floor_plan_analysis.has_floor_plan	images_assets	floor_plan	1/300	bool
ollama_floor_plan_analysis.processed_at	images_assets	floor_plan	1/300	datetime
ollama_floor_plan_analysis.processing_duration_seconds	images_assets	floor_plan	1/300	null
ollama_floor_plan_analysis.skip_reason	images_assets	floor_plan	1/300	str
ollama_image_analysis	images_assets	facade_gallery	8/300	array[]/array[object]
ollama_image_analysis[].description	images_assets	facade_gallery	4/300	str
ollama_image_analysis[].features_visible	images_assets	facade_gallery	4/300	array[str]
ollama_image_analysis[].image_index	images_assets	facade_gallery	4/300	int
ollama_image_analysis[].image_type	images_assets	facade_gallery	4/300	str
ollama_image_analysis[].marketing_value	images_assets	facade_gallery	4/300	str
ollama_image_analysis[].quality_score	images_assets	facade_gallery	4/300	int
ollama_image_analysis[].url	images_assets	facade_gallery	4/300	str
ollama_image_analysis[].usefulness_score	images_assets	facade_gallery	4/300	int
ollama_property_data	other		6/300	object
ollama_property_data.exterior	other		6/300	object
ollama_property_data.interior	other		6/300	object
ollama_property_data.layout	other		6/300	object
ollama_property_data.metadata	other		6/300	object
ollama_property_data.metadata.analysis_engine	other		6/300	str
