path	domain_tag	asset_type	fill	types
sold_analysis.data_completeness	transactions_history		7/300	float
sold_analysis.generated_at	transactions_history		7/300	str
sold_analysis.generator	transactions_history		7/300	str
sold_analysis.headline	transactions_history		7/300	str
sold_analysis.insights	editorial_ai		7/300	array[object]
sold_analysis.insights[].evidence	editorial_ai		7/300	object
sold_analysis.insights[].evidence.delta	editorial_ai		4/300	float/int
sold_analysis.insights[].evidence.dom	editorial_ai		3/300	int
sold_analysis.insights[].evidence.dom_median	editorial_ai		3/300	float
sold_analysis.insights[].evidence.median	editorial_ai		4/300	float/int
sold_analysis.insights[].evidence.n	editorial_ai		4/300	int
sold_analysis.insights[].evidence.percentile	editorial_ai		4/300	int
sold_analysis.insights[].evidence.price	editorial_ai		4/300	int
sold_analysis.insights[].evidence.segment	editorial_ai		4/300	str
sold_analysis.insights[].text	editorial_ai		7/300	str
sold_analysis.insights[].tier	editorial_ai		7/300	int
sold_analysis.insights[].type	editorial_ai		7/300	str
sold_analysis.source_hash	transactions_history		7/300	str
sold_analysis.sources	transactions_history		7/300	array[str]
sold_analysis.status	transactions_history		7/300	str
sold_analysis.summary	transactions_history		7/300	str
sold_analysis.version	transactions_history		7/300	int
sold_date	transactions_history		16/300	str
sold_detection_date	transactions_history		5/300	str
sold_fullres_at	transactions_history		7/300	str
sold_fullres_count	transactions_history		7/300	int
sold_fullres_localized	transactions_history		7/300	bool
sold_merge_date	transactions_history		4/300	datetime
sold_scrape_source	transactions_history		8/300	str
sold_source	transactions_history		4/300	str
sold_status	transactions_history		4/300	str
sold_updated_at	transactions_history		8/300	str
source	other		17/300	str
source_for_sale_address	identity_location		1/300	str
state	other		1/300	str
street_address	identity_location		17/300	str
street_view_analysis	images_assets	street_view	1/300	object
street_view_analysis.categories	images_assets	street_view	1/300	object
street_view_analysis.categories.dwelling	images_assets	street_view	1/300	object
street_view_analysis.categories.dwelling.approximate_build_era	images_assets	street_view	1/300	str
street_view_analysis.categories.dwelling.condition_impression	images_assets	street_view	1/300	str
street_view_analysis.categories.dwelling.estimated_bedrooms	physical_attributes		1/300	str
street_view_analysis.categories.dwelling.storeys	images_assets	street_view	1/300	int
street_view_analysis.categories.dwelling.style	images_assets	street_view	1/300	str
street_view_analysis.categories.exterior	images_assets	street_view	1/300	object
street_view_analysis.categories.exterior.primary_cladding	images_assets	street_view	1/300	str
street_view_analysis.categories.exterior.roof_condition	images_assets	street_view	1/300	str
street_view_analysis.categories.exterior.roof_type	images_assets	street_view	1/300	str
street_view_analysis.categories.frontage	images_assets	street_view	1/300	object
street_view_analysis.categories.frontage.entry	images_assets	street_view	1/300	str
street_view_analysis.categories.frontage.fencing	images_assets	street_view	1/300	str
street_view_analysis.categories.frontage.front_yard	images_assets	street_view	1/300	str
street_view_analysis.categories.frontage.porch_or_verandah	images_assets	street_view	1/300	str
street_view_analysis.categories.parking	physical_attributes		1/300	object
street_view_analysis.categories.parking.driveway	physical_attributes		1/300	str
street_view_analysis.categories.parking.garage	physical_attributes		1/300	str
street_view_analysis.categories.street_context	images_assets	street_view	1/300	object
street_view_analysis.categories.street_context.kerb_appeal_relative_to_street	images_assets	street_view	1/300	str
street_view_analysis.categories.street_context.street_appeal	images_assets	street_view	1/300	str
street_view_analysis.categories.street_context.street_type	images_assets	street_view	1/300	str
street_view_analysis.fov	images_assets	street_view	1/300	int
street_view_analysis.model	images_assets	street_view	1/300	str
street_view_analysis.narrative	images_assets	street_view	1/300	object
street_view_analysis.narrative.buyer_appeal	images_assets	street_view	1/300	array[str]
street_view_analysis.narrative.frontage_description	images_assets	street_view	1/300	str
street_view_analysis.narrative.kerb_summary	images_assets	street_view	1/300	str
street_view_analysis.narrative.street_setting	images_assets	street_view	1/300	str
street_view_analysis.narrative.visible_trade_offs	images_assets	street_view	1/300	array[str]
street_view_analysis.pitch	images_assets	street_view	1/300	int
street_view_analysis.processed_at	images_assets	street_view	1/300	datetime
street_view_analysis.source	images_assets	street_view	1/300	str
street_view_analysis.street_view_image_url	images_assets	street_view	1/300	str
suburb	identity_location		18/300	str
target_market	market_metrics		101/300	bool
target_market_labeled_at	market_metrics		101/300	datetime
timeline_updated_at	pipeline_meta		54/300	datetime
total_floor_area	physical_attributes		12/300	float
transactions	transactions_history		7/300	array[object]
transactions[].date	transactions_history		7/300	str
transactions[].price	transactions_history		7/300	int
transactions[].source	transactions_history		7/300	str
transactions_source	transactions_history		1/300	str
transactions_updated	transactions_history		7/300	datetime
under_contract_detected_at	listing_scrape		3/300	str
under_contract_source_text	listing_scrape		3/300	str
unit_indexable	other		121/300	bool
unit_indexable_at	other		121/300	datetime
unit_indexable_reason	other		121/300	str
updated_at	other		25/300	datetime
url_slug	identity_location		300/300	str
valuation_data	valuation		150/300	object
valuation_data.adjusted_comparables	valuation		103/300	array[object]
valuation_data.adjusted_comparables[].address	identity_location		103/300	str
valuation_data.adjusted_comparables[].adjusted_price	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments	valuation		103/300	object
valuation_data.adjusted_comparables[].adjustments.ac_type	valuation		103/300	object
valuation_data.adjusted_comparables[].adjustments.ac_type.comp_value	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.ac_type.diff	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.ac_type.dollars	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.ac_type.dollars_unshrunk	valuation		1/300	int
valuation_data.adjusted_comparables[].adjustments.ac_type.rate	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.ac_type.subject_value	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.bathrooms	physical_attributes		103/300	object
valuation_data.adjusted_comparables[].adjustments.bathrooms.comp_value	physical_attributes		103/300	int
valuation_data.adjusted_comparables[].adjustments.bathrooms.diff	physical_attributes		103/300	int
valuation_data.adjusted_comparables[].adjustments.bathrooms.dollars	physical_attributes		103/300	int
valuation_data.adjusted_comparables[].adjustments.bathrooms.dollars_unshrunk	physical_attributes		62/300	int
valuation_data.adjusted_comparables[].adjustments.bathrooms.rate	physical_attributes		103/300	int
valuation_data.adjusted_comparables[].adjustments.bathrooms.skipped	physical_attributes		14/300	bool
valuation_data.adjusted_comparables[].adjustments.bathrooms.subject_value	physical_attributes		103/300	int
valuation_data.adjusted_comparables[].adjustments.beach_proximity	valuation		103/300	object
valuation_data.adjusted_comparables[].adjustments.beach_proximity.comp_value	valuation		103/300	float
valuation_data.adjusted_comparables[].adjustments.beach_proximity.diff	valuation		103/300	float
valuation_data.adjusted_comparables[].adjustments.beach_proximity.dollars	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.beach_proximity.dollars_unshrunk	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.beach_proximity.rate	valuation		103/300	str
valuation_data.adjusted_comparables[].adjustments.beach_proximity.skipped	valuation		103/300	bool
valuation_data.adjusted_comparables[].adjustments.beach_proximity.subject_value	valuation		103/300	float
valuation_data.adjusted_comparables[].adjustments.bedrooms	physical_attributes		103/300	object
valuation_data.adjusted_comparables[].adjustments.bedrooms.comp_value	physical_attributes		103/300	int
valuation_data.adjusted_comparables[].adjustments.bedrooms.diff	physical_attributes		103/300	int
valuation_data.adjusted_comparables[].adjustments.bedrooms.dollars	physical_attributes		103/300	int
valuation_data.adjusted_comparables[].adjustments.bedrooms.dollars_unshrunk	physical_attributes		37/300	int
valuation_data.adjusted_comparables[].adjustments.bedrooms.rate	physical_attributes		103/300	int
valuation_data.adjusted_comparables[].adjustments.bedrooms.skipped	physical_attributes		9/300	bool
valuation_data.adjusted_comparables[].adjustments.bedrooms.subject_value	physical_attributes		103/300	int
valuation_data.adjusted_comparables[].adjustments.car_spaces	physical_attributes		103/300	object
valuation_data.adjusted_comparables[].adjustments.car_spaces.comp_value	physical_attributes		103/300	int
valuation_data.adjusted_comparables[].adjustments.car_spaces.diff	physical_attributes		103/300	int
valuation_data.adjusted_comparables[].adjustments.car_spaces.dollars	physical_attributes		103/300	int
valuation_data.adjusted_comparables[].adjustments.car_spaces.dollars_unshrunk	physical_attributes		22/300	int
valuation_data.adjusted_comparables[].adjustments.car_spaces.rate	physical_attributes		103/300	int
valuation_data.adjusted_comparables[].adjustments.car_spaces.skipped	physical_attributes		1/300	bool
valuation_data.adjusted_comparables[].adjustments.car_spaces.subject_value	physical_attributes		103/300	int
valuation_data.adjusted_comparables[].adjustments.cladding	valuation		103/300	object
valuation_data.adjusted_comparables[].adjustments.cladding.comp_value	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.cladding.diff	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.cladding.dollars	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.cladding.dollars_unshrunk	valuation		48/300	int
valuation_data.adjusted_comparables[].adjustments.cladding.rate	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.cladding.subject_value	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.condition	valuation		103/300	object
valuation_data.adjusted_comparables[].adjustments.condition.comp_value	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.condition.diff	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.condition.dollars	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.condition.dollars_unshrunk	valuation		39/300	int
valuation_data.adjusted_comparables[].adjustments.condition.prestige_rate	valuation		103/300	float
valuation_data.adjusted_comparables[].adjustments.condition.rate	valuation		103/300	float
valuation_data.adjusted_comparables[].adjustments.condition.subject_value	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.floor_area	physical_attributes		103/300	object
valuation_data.adjusted_comparables[].adjustments.floor_area.comp_value	physical_attributes		103/300	float
valuation_data.adjusted_comparables[].adjustments.floor_area.diff	physical_attributes		103/300	float
valuation_data.adjusted_comparables[].adjustments.floor_area.dollars	physical_attributes		103/300	int
valuation_data.adjusted_comparables[].adjustments.floor_area.dollars_unshrunk	physical_attributes		102/300	int
valuation_data.adjusted_comparables[].adjustments.floor_area.rate	physical_attributes		103/300	int
valuation_data.adjusted_comparables[].adjustments.floor_area.subject_value	physical_attributes		103/300	float
valuation_data.adjusted_comparables[].adjustments.golf_course_backing	valuation		103/300	object
valuation_data.adjusted_comparables[].adjustments.golf_course_backing.comp_value	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.golf_course_backing.diff	valuation		103/300	float
valuation_data.adjusted_comparables[].adjustments.golf_course_backing.dollars	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.golf_course_backing.dollars_unshrunk	valuation		1/300	int
valuation_data.adjusted_comparables[].adjustments.golf_course_backing.rate	valuation		103/300	str
valuation_data.adjusted_comparables[].adjustments.golf_course_backing.skipped	valuation		103/300	bool
valuation_data.adjusted_comparables[].adjustments.golf_course_backing.subject_value	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.kitchen	valuation		103/300	object
valuation_data.adjusted_comparables[].adjustments.kitchen.comp_value	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.kitchen.diff	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.kitchen.dollars	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.kitchen.rate	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.kitchen.retired	valuation		103/300	bool
valuation_data.adjusted_comparables[].adjustments.kitchen.retired_reason	valuation		103/300	str
valuation_data.adjusted_comparables[].adjustments.kitchen.subject_value	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.land_size	physical_attributes		103/300	object
valuation_data.adjusted_comparables[].adjustments.land_size.comp_value	physical_attributes		103/300	float
valuation_data.adjusted_comparables[].adjustments.land_size.diff	physical_attributes		103/300	float/int
valuation_data.adjusted_comparables[].adjustments.land_size.dollars	physical_attributes		103/300	int
valuation_data.adjusted_comparables[].adjustments.land_size.dollars_unshrunk	physical_attributes		102/300	int
valuation_data.adjusted_comparables[].adjustments.land_size.rate	physical_attributes		103/300	int
valuation_data.adjusted_comparables[].adjustments.land_size.skipped	physical_attributes		1/300	bool
valuation_data.adjusted_comparables[].adjustments.land_size.subject_value	physical_attributes		103/300	float/int
valuation_data.adjusted_comparables[].adjustments.micro_location	valuation		103/300	object
valuation_data.adjusted_comparables[].adjustments.micro_location.comp_value	valuation		103/300	float
valuation_data.adjusted_comparables[].adjustments.micro_location.diff	valuation		103/300	float
valuation_data.adjusted_comparables[].adjustments.micro_location.dollars	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.micro_location.dollars_unshrunk	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.micro_location.rate	valuation		103/300	str
valuation_data.adjusted_comparables[].adjustments.micro_location.skipped	valuation		103/300	bool
valuation_data.adjusted_comparables[].adjustments.micro_location.subject_value	valuation		103/300	float
valuation_data.adjusted_comparables[].adjustments.pool	valuation		103/300	object
valuation_data.adjusted_comparables[].adjustments.pool.comp_value	valuation		103/300	bool/int
valuation_data.adjusted_comparables[].adjustments.pool.diff	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.pool.dollars	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.pool.dollars_unshrunk	valuation		24/300	int
valuation_data.adjusted_comparables[].adjustments.pool.rate	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.pool.skipped	valuation		26/300	bool
valuation_data.adjusted_comparables[].adjustments.pool.subject_value	valuation		103/300	int/null
valuation_data.adjusted_comparables[].adjustments.property_age	valuation		103/300	object
valuation_data.adjusted_comparables[].adjustments.property_age.comp_value	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.property_age.diff	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.property_age.dollars	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.property_age.dollars_unshrunk	valuation		72/300	int
valuation_data.adjusted_comparables[].adjustments.property_age.rate	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.property_age.subject_value	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.renovation	valuation		103/300	object
valuation_data.adjusted_comparables[].adjustments.renovation.comp_value	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.renovation.diff	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.renovation.dollars	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.renovation.rate	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.renovation.retired	valuation		103/300	bool
valuation_data.adjusted_comparables[].adjustments.renovation.retired_reason	valuation		103/300	str
valuation_data.adjusted_comparables[].adjustments.renovation.subject_value	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.renovation_quality	valuation		103/300	object
valuation_data.adjusted_comparables[].adjustments.renovation_quality.comp_value	valuation		103/300	float/null
valuation_data.adjusted_comparables[].adjustments.renovation_quality.diff	valuation		103/300	float/int
valuation_data.adjusted_comparables[].adjustments.renovation_quality.dollars	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.renovation_quality.rate	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.renovation_quality.retired	valuation		103/300	bool
valuation_data.adjusted_comparables[].adjustments.renovation_quality.retired_reason	valuation		103/300	str
valuation_data.adjusted_comparables[].adjustments.renovation_quality.skipped	valuation		103/300	bool
valuation_data.adjusted_comparables[].adjustments.renovation_quality.subject_value	valuation		103/300	float/null
valuation_data.adjusted_comparables[].adjustments.stories	valuation		103/300	object
valuation_data.adjusted_comparables[].adjustments.stories.comp_value	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.stories.diff	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.stories.dollars	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.stories.dollars_unshrunk	valuation		4/300	int
valuation_data.adjusted_comparables[].adjustments.stories.rate	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.stories.subject_value	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.street_premium	valuation		103/300	object
valuation_data.adjusted_comparables[].adjustments.street_premium.comp_value	valuation		103/300	float/null
valuation_data.adjusted_comparables[].adjustments.street_premium.diff	valuation		103/300	float
valuation_data.adjusted_comparables[].adjustments.street_premium.dollars	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.street_premium.dollars_unshrunk	valuation		12/300	int
valuation_data.adjusted_comparables[].adjustments.street_premium.rate	valuation		103/300	str
valuation_data.adjusted_comparables[].adjustments.street_premium.skipped	valuation		103/300	bool
valuation_data.adjusted_comparables[].adjustments.street_premium.subject_value	valuation		103/300	float/null
valuation_data.adjusted_comparables[].adjustments.water_views	valuation		103/300	object
valuation_data.adjusted_comparables[].adjustments.water_views.comp_value	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.water_views.diff	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.water_views.dollars	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.water_views.rate	valuation		103/300	int
valuation_data.adjusted_comparables[].adjustments.water_views.subject_value	valuation		103/300	int
valuation_data.adjusted_comparables[].distance_km	valuation		103/300	float
valuation_data.adjusted_comparables[].sale_date	valuation		103/300	str
valuation_data.adjusted_comparables[].sale_price	valuation		103/300	float
valuation_data.adjusted_comparables[].total_adjustment	valuation		103/300	int
valuation_data.adjusted_comparables[].total_adjustment_pct	valuation		103/300	float
valuation_data.adjusted_comparables[].verification	valuation		103/300	str
valuation_data.adjusted_comparables[].weight	valuation		103/300	float
valuation_data.adjustment_rates	valuation		108/300	object
valuation_data.adjustment_rates.rates	valuation		108/300	object
valuation_data.adjustment_rates.rates.condition_pct_per_point	valuation		108/300	float
valuation_data.adjustment_rates.rates.floor_per_sqm	valuation		108/300	int
valuation_data.adjustment_rates.rates.land_per_sqm	valuation		108/300	int
valuation_data.adjustment_rates.rates.n_rates_overridden	valuation		105/300	int
valuation_data.adjustment_rates.rates.per_ac_ducted	valuation		108/300	int
valuation_data.adjustment_rates.rates.per_bathroom	physical_attributes		108/300	int
valuation_data.adjustment_rates.rates.per_bedroom	physical_attributes		108/300	int
valuation_data.adjustment_rates.rates.per_car_space	physical_attributes		108/300	int
valuation_data.adjustment_rates.rates.per_cladding_level	valuation		108/300	int
valuation_data.adjustment_rates.rates.per_kitchen_point	valuation		108/300	int
valuation_data.adjustment_rates.rates.per_pool	valuation		108/300	int
valuation_data.adjustment_rates.rates.per_renovation_level	valuation		108/300	int
valuation_data.adjustment_rates.rates.per_renovation_quality_point	valuation		3/300	int
valuation_data.adjustment_rates.rates.per_storey	valuation		108/300	int
valuation_data.adjustment_rates.rates.per_water_view	valuation		108/300	int
valuation_data.adjustment_rates.rates.per_year_age	valuation		108/300	int
valuation_data.adjustment_rates.sample_size	valuation		108/300	int
valuation_data.adjustment_rates.source	valuation		108/300	str
valuation_data.chart_points	valuation		108/300	array[object]
valuation_data.chart_points[].id	valuation		108/300	str
valuation_data.chart_points[].label	valuation		108/300	str
valuation_data.chart_points[].npui	valuation		108/300	float
valuation_data.chart_points[].price	valuation		108/300	float
valuation_data.chart_points[].series	valuation		108/300	str
valuation_data.chart_points[].type	valuation		108/300	str
valuation_data.comparables	valuation		108/300	array[]/array[object]
valuation_data.comparables[]._data_quality_pct	valuation		1/300	float
valuation_data.comparables[].address	identity_location		1/300	str
valuation_data.comparables[].adjustment_result	valuation		1/300	object
valuation_data.comparables[].adjustment_result.adjusted_price	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments	valuation		1/300	object
valuation_data.comparables[].adjustment_result.adjustments.ac_type	valuation		1/300	object
valuation_data.comparables[].adjustment_result.adjustments.ac_type.comp_value	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.ac_type.diff	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.ac_type.dollars	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.ac_type.rate	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.ac_type.subject_value	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.bathrooms	physical_attributes		1/300	object
valuation_data.comparables[].adjustment_result.adjustments.bathrooms.comp_value	physical_attributes		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.bathrooms.diff	physical_attributes		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.bathrooms.dollars	physical_attributes		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.bathrooms.rate	physical_attributes		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.bathrooms.subject_value	physical_attributes		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.beach_proximity	valuation		1/300	object
valuation_data.comparables[].adjustment_result.adjustments.beach_proximity.comp_value	valuation		1/300	float
valuation_data.comparables[].adjustment_result.adjustments.beach_proximity.diff	valuation		1/300	float
valuation_data.comparables[].adjustment_result.adjustments.beach_proximity.dollars	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.beach_proximity.rate	valuation		1/300	str
valuation_data.comparables[].adjustment_result.adjustments.beach_proximity.skipped	valuation		1/300	bool
valuation_data.comparables[].adjustment_result.adjustments.beach_proximity.subject_value	valuation		1/300	float
valuation_data.comparables[].adjustment_result.adjustments.bedrooms	physical_attributes		1/300	object
valuation_data.comparables[].adjustment_result.adjustments.bedrooms.comp_value	physical_attributes		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.bedrooms.diff	physical_attributes		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.bedrooms.dollars	physical_attributes		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.bedrooms.rate	physical_attributes		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.bedrooms.subject_value	physical_attributes		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.car_spaces	physical_attributes		1/300	object
valuation_data.comparables[].adjustment_result.adjustments.car_spaces.comp_value	physical_attributes		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.car_spaces.diff	physical_attributes		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.car_spaces.dollars	physical_attributes		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.car_spaces.rate	physical_attributes		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.car_spaces.subject_value	physical_attributes		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.cladding	valuation		1/300	object
valuation_data.comparables[].adjustment_result.adjustments.cladding.comp_value	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.cladding.diff	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.cladding.dollars	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.cladding.rate	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.cladding.subject_value	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.condition	valuation		1/300	object
valuation_data.comparables[].adjustment_result.adjustments.condition.comp_value	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.condition.diff	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.condition.dollars	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.condition.prestige_rate	valuation		1/300	float
valuation_data.comparables[].adjustment_result.adjustments.condition.rate	valuation		1/300	float
valuation_data.comparables[].adjustment_result.adjustments.condition.subject_value	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.floor_area	physical_attributes		1/300	object
valuation_data.comparables[].adjustment_result.adjustments.floor_area.comp_value	physical_attributes		1/300	float
valuation_data.comparables[].adjustment_result.adjustments.floor_area.diff	physical_attributes		1/300	float
valuation_data.comparables[].adjustment_result.adjustments.floor_area.dollars	physical_attributes		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.floor_area.rate	physical_attributes		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.floor_area.subject_value	physical_attributes		1/300	float
valuation_data.comparables[].adjustment_result.adjustments.golf_course_backing	valuation		1/300	object
valuation_data.comparables[].adjustment_result.adjustments.golf_course_backing.comp_value	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.golf_course_backing.diff	valuation		1/300	float
valuation_data.comparables[].adjustment_result.adjustments.golf_course_backing.dollars	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.golf_course_backing.rate	valuation		1/300	str
valuation_data.comparables[].adjustment_result.adjustments.golf_course_backing.skipped	valuation		1/300	bool
valuation_data.comparables[].adjustment_result.adjustments.golf_course_backing.subject_value	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.kitchen	valuation		1/300	object
valuation_data.comparables[].adjustment_result.adjustments.kitchen.comp_value	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.kitchen.diff	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.kitchen.dollars	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.kitchen.rate	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.kitchen.subject_value	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.land_size	physical_attributes		1/300	object
valuation_data.comparables[].adjustment_result.adjustments.land_size.comp_value	physical_attributes		1/300	float
valuation_data.comparables[].adjustment_result.adjustments.land_size.diff	physical_attributes		1/300	float
valuation_data.comparables[].adjustment_result.adjustments.land_size.dollars	physical_attributes		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.land_size.rate	physical_attributes		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.land_size.subject_value	physical_attributes		1/300	float
valuation_data.comparables[].adjustment_result.adjustments.micro_location	valuation		1/300	object
valuation_data.comparables[].adjustment_result.adjustments.micro_location.comp_value	valuation		1/300	float
valuation_data.comparables[].adjustment_result.adjustments.micro_location.diff	valuation		1/300	float
valuation_data.comparables[].adjustment_result.adjustments.micro_location.dollars	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.micro_location.rate	valuation		1/300	str
valuation_data.comparables[].adjustment_result.adjustments.micro_location.skipped	valuation		1/300	bool
valuation_data.comparables[].adjustment_result.adjustments.micro_location.subject_value	valuation		1/300	float
valuation_data.comparables[].adjustment_result.adjustments.pool	valuation		1/300	object
valuation_data.comparables[].adjustment_result.adjustments.pool.comp_value	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.pool.diff	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.pool.dollars	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.pool.rate	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.pool.subject_value	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.property_age	valuation		1/300	object
valuation_data.comparables[].adjustment_result.adjustments.property_age.comp_value	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.property_age.diff	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.property_age.dollars	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.property_age.rate	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.property_age.subject_value	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.renovation	valuation		1/300	object
valuation_data.comparables[].adjustment_result.adjustments.renovation.comp_value	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.renovation.diff	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.renovation.dollars	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.renovation.rate	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.renovation.subject_value	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.renovation_quality	valuation		1/300	object
valuation_data.comparables[].adjustment_result.adjustments.renovation_quality.comp_value	valuation		1/300	float
valuation_data.comparables[].adjustment_result.adjustments.renovation_quality.diff	valuation		1/300	float
valuation_data.comparables[].adjustment_result.adjustments.renovation_quality.dollars	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.renovation_quality.rate	valuation		1/300	int
